src_word,desc,src_alt
Videokamera ,видеокамера, 
Videokassete ,видеокасета, 
Videoprogramm ,видеопрограма, 
Videorekorder ,видеорекордер, 
Vieh ,1. добиток <br/><br/> 2. стока, 
Viehbestand ,добиточен фонд,
Viehbremse ,штркел, 
Viehfutter ,фураж,
Viehherde ,стадо, 
Viehwagen ,вагон за превоз на добиток,
Viehweide ,пасиште,
Viehzucht ,сточарсто, 
Viehzuchtfarm ,фарма за одгледување на добиток,
Vieleck ,многуаголник, 
Vielfalt ,1. изобилие <br/><br/> 2. мноштво <br/><br/> 3. разноликост <br/> &emsp; <i>kulturelle Vielfalt ≈ културна разноликост</i>,
Vielheit ,1. едночудо <br/><br/> 2. голем број,
Vielvölkerstaat ,(држава со многу националности),
Vielweiberei ,1. многуженство <br/><br/> 2. полигамија,
Vielzahl ,1. маса <br/><br/> 2. голем број,
Viereck ,четириаголник, 
Vierfüsser ,четвороножец, 
Viergespann ,четворопрег,
Viersitzer ,четворосед,
Viertel ,1. четвртина <br/><br/> 2. реон (градска четврт),
Vierteljahr ,1. квартал <br/><br/> 2. четврт година,
Vierziger ,четириесетогодишник,
Vigilanz ,штрек,
Vigilanz ,(состојба на засилени реакции), 
Vignette ,"вињета (украс на почетокот или крајот од текст, орнамент)",
Vikar ,"1. викар <br/><br/> 2. застапник <br/><br/> 3. намесник на папата <br/><br/> 4. свештеник од понизок ранг, капелан во Англија", 
Villa ,вила, 
Vinaigrette ,сос подготвен со оцет, 
Viper ,змија осојница, 
Virtuose ,виртуоз,
Virulenz ,1. (штетна дејност на вирусите) <br/><br/> 2. заразност,
Virus ,вирус <br/> &emsp; <i>Viruskrankheit ≈ вирусно заболување</i>, 
Visage ,1. лице <br/><br/> 2. фаца,
Visier ,визир (дел од борбена кацига),
Vision ,визија,
Visite ,визита <br/> &emsp; <i>Krankenhausvisite ≈ визита во болница</i>,
Visum ,виза,
Vitalität ,виталност,
Vitamin ,витамин, 
Vitrine ,витрина,
Vize ,1. пот- <br/> &emsp; <i>Vizepräsident ≈ потпреседател</i> <br/><br/> 2. заменик,
Vlies ,руно <br/> &emsp; <i>das goldene Vies ≈ златно руно</i>,
Vogel ,птица, 
Vogelbeere ,оскоруша, 
Vogelfänger ,птичар,
Vogelhäuschen ,(куќичка за хранење птици),
Vogelparadies ,(птичји рај), 
Vogelperspektive ,(птичја перспектива),
Vogelscheuche ,1. страшило <br/><br/> 2. плашило,
Vogelzucht ,живинарство,
Vogt ,судија, 
Vokabel ,збор (од странски јазик),
Vokabular ,1. вокабулар <br/><br/> 2. речник,
Vokal ,1. самогласка <br/><br/> 2. вокал, 
Volant ,"1. набор <br/><br/> 2. карнер (украсен пораб или пришиена набрана лента на облека, завеси и сл.) <br/><br/> 3. волан (на автомобил)",
Volk ,народ,
Volksabstimmung ,1. плебисцит <br/><br/> 2. референдум, 
Volksbefragung ,референдум, 
Volksbegehren ,(барање референдум), 
Volksbewegung ,(народно движење),
Volksbildung ,(народно образование),
Volksbücherei ,(народна библиотека),
Volksdemokratie ,(народна демократија),
Volkseigentum ,1. (народна сопственост) <br/><br/> 2. (народен имот),
Volkseinkommen ,(национален доход), 
Volkshochschule ,(работнички универзитет),
Volkslied ,(народна песна), 
Volksverhetzung ,(говор на омраза),
Volksvertreter ,(народен пратеник), 
Volkswirtschaft ,1. економија <br/><br/> 2. макроекономија, 
Volkszugehörigkeit ,националност,
Volkszählung ,општ попис, 
Vollbart ,густа брада,
Vollbelastung ,полно оптоварување,
Vollbeschäftigung ,полна вработеност, 
Vollblut ,1. чистокрвен коњ <br/><br/> 2. полнокрвен арапски коњ,
Vollblut ,чиста крв со сите состојци, 
Vollblutpferd ,полнокрвен арапски коњ,
Volldampf ,со полна пареа,
Volleyball ,1. одбојка <br/><br/> 2. (топка за одбојка), 
Vollführung ,1. изведување <br/><br/> 2. исполнување <br/><br/> 3. извршување,
Vollgass ,полн гас <br/> &emsp; <i>oft mit Vollgass fahren ≈ често вози со полн гас</i>,
Volljährigkeit ,полнолетност,
Vollkornbrot ,1. црн леб <br/><br/> 2. леб од непросеано брашно, 
Volllast ,(максимално оптоварување), 
Vollmacht ,1. полномоштво <br/><br/> 2. полномоштие, 
Vollmilch ,полномасно млеко, 
Vollmond ,полна месечина,
Vollpension ,полн пансион, 
Vollstreckung ,1. извршување <br/><br/> 2. егзекуција, 
Vollstreckungsbefehl ,(извршителна наредба), 
Volltreffer ,полн погодок <br/> &emsp; <i>das Schiff erhielt einen Volltreffer ≈ бродот доби полн погодок</i>,
Volltrunkenheit ,опијанетост,
Vollversammlung ,1. пленарна седница <br/><br/> 2. генерално собрание,
Vollwaise ,сирак (дете без родители),
Vollzug ,1. извршување <br/><br/> 2. извршност <br/><br/> 1. (извршување казна) <br/><br/> 2. затвор, 
Vollzugsorgan ,(извршен орган), 
Volontär ,1. волонтер <br/><br/> 2. доброволец,
Volt ,волт (единица за мерење на електричен напон), 
Volumen ,1. волумен <br/><br/> 2. зафатнина <br/><br/> 3. капацитет,
Vorabend ,1. предвечерие <br/><br/> 2. (вечер спроти нешто),
Voranschlag ,пресметка,
Voranzeige ,1. најава <br/><br/> 2. објавување,
Vorarbeit ,подготвителна работа,
Vorarbeiter ,1. предработник <br/><br/> 2. крамар,
Voraus ,напред <br/> &emsp; <i>vielen Dank im Voraus die Miete im Voraus ≈ благодарам однапред наемот однапред</i>,
Voraussetzung ,1. предуслов <br/><br/> 2. услов <br/><br/> 3. претпоставка,
Voraussicht ,предвидување,
Vorbau ,1. трем <br/><br/> 2. веранда <br/><br/> 3. балкон, 
Vorbedacht ,умисла <br/> &emsp; <i>Mord mit Vorbedacht ≈ убиство со умисла</i>, 
Vorbedingung ,предуслов,
Vorbehalt ,1. условување <br/> &emsp; <i>ich stimme dem zu unter Vorbehalt ≈ се согласувам со условување</i> <br/><br/> 2. ограничување <br/><br/> 3. резервираност <br/> &emsp; <i>gegen das Projekt wurde Vorbehalt angemeldet ≈ против пројектот постои резевираност</i> <br/><br/> 4. примедба,
Vorbemerkung ,1. предзабелешка <br/><br/> 2. (воведна забелешка),
Vorbereitung ,подготовка,
Vorbereitung ,приготвување, 
Vorbereitungskurs ,(подготвителен курс),
Vorbesprechung ,1. воведна дискусија <br/><br/> 2. разговор,
Vorbeugung ,превенција,
Vorbild ,пример,
Vorbote ,1. весник <br/> &emsp; <i>ein Vorbote des Untergangs ≈ еден предзнак за пропаста</i> <br/><br/> 2. предзнак <br/><br/> 3. предвесник <br/> &emsp; <i>die Schneeglöckchen sind die ersten Vorboten des Frühlings ≈ кокичињата се првите предвесници на пролетта</i> <br/><br/> 4. предзнак,
Vordach ,1. стреа <br/> &emsp; <i>das Fahrrad unter das Vordach schieben ≈ велосипедот стави го под стреа</i> <br/><br/> 2. настрешница,
Vorderachse ,предна осовина,
Vorderansicht ,1. изглед <br/><br/> 2. фасада,
Vordergrund ,(прв план) <br/> &emsp; <i>im Vordergrund stehen ≈ стои во прв план</i>,
Vorderhaus ,предна зграда, 
Vorentscheidung ,1. прелиминарна одлука <br/><br/> 2. прелиминарен резултат,
Vorfahr ,1. предок <br/><br/> 2. прадедо <br/><br/> 3. чукундедо,
Vorfall ,1. случај <br/><br/> 2. испад <br/><br/> 3. инцидент,
Vorfeld ,(надвор од полето) <br/> &emsp; <i>im Vorfeld der Gespräche ≈ пред разговорите</i>,
Vorfreude ,1. радосно исчекување <br/><br/> 2. радување за нешто што следи,
Vorfrühling ,рана пролет <br/> &emsp; <i>vorfrühlingshaftes Wetter ≈ ранопролетно време</i>, 
Vorführung ,1. изведба <br/><br/> 2. претстава <br/><br/> 3. прикажување <br/><br/> 4. изведување <br/><br/> 5. приведување <br/> &emsp; <i>Vorführung vor dem Gericht ≈ приведување пред суд</i>,
Vorgabe ,предуслов,
Vorgabe ,1. цел <br/><br/> 2. норма <br/><br/> предност <br/> &emsp; <i>Vorgabe von 10 Minuten ≈ предност од 10 минути</i>, 
Vorgang ,1. постапка <br/><br/> 2. случај <br/><br/> 3. процес,
Vorgangsnummer ,(број на постапка), 
Vorgarten ,градина испред куќа,
Vorgehen ,постапка,
Vorgeschichte ,предисторија,
Vorgeschmack ,најава за она што ќе следи,
Vorgesetzte ,1. претпоставен <br/><br/> 2. старешина <br/><br/> 3. шеф,
Vorgänger ,претходник,
Vorhaben ,1. намера <br/><br/> 2. интенција <br/><br/> 3. план,
Vorhalt ,(барање за изјаснување), 
Vorhaltung ,1. прекорување <br/><br/> 2. префрлување <br/><br/> 3. конфронтација,
Vorhand ,прва рака <br/> &emsp; <i>Vorhand im Kartenspiel ≈ прва рака во карти</i>,
Vorhand ,форхенд <br/> &emsp; <i>starke Vorhand im Tennis ≈ јак форхенд во тенис</i>, 
Vorhang ,1. завеса <br/><br/> 2. перде,
Vorhaut ,кожичка на главчето на пенисот, 
Vorherbestimmung ,1. предестинација <br/><br/> 2. судбина <br/><br/> 3. касмет,
Vorherrschaft ,1. превласт <br/><br/> 2. хегемонија <br/><br/> 3. предоминација,
Vorhersage ,прогноза,
Vorhof ,предворје,
Vorhof ,(преткомора на срцето), 
Vorhut ,1. извидница <br/><br/> 2. авангарда, 
Vorjahr ,1. лани <br/><br/> 2. ланска година,
Vorkaufsrecht ,право да купува пред други, 
Vorkehrung ,1. мерка <br/> &emsp; <i>Vorkehrung treffen ≈ презема потребни мерки</i> <br/><br/> 2. подготовка,
Vorkommen ,наоѓалиште,
Vorkommnis ,1. случај <br/><br/> 2. случка,
Vorkämpfer ,1. првоборец <br/><br/> 2. борец на прва борбена линија,
Vorlage ,1. поднесок <br/><br/> 2. доказ <br/><br/> 3. оригинал <br/><br/> 4. образец <br/><br/> 5. формулар <br/><br/> 6. предлог-нацрт, 
Vorlesung ,предавање,
Vorliebe ,наклоност,
Vorläufer ,претходник,
Vormacht ,водечка сила,
Vormachtstellung ,1. превласт <br/><br/> 2. надмоќ,
Vormarsch ,напредување,
Vormieter ,1. поранешен потстанар <br/><br/> 2. предходен кираџија,
Vormittag ,претпладне,
Vormund ,1. старател <br/><br/> 2. тутор,
Vormundschaft ,старателство <br/> &emsp; <i>unter Vormundschaft stehen ≈ стои под старателство</i>,
Vorname ,лично име, 
Vornehmheit ,1. дворјанство <br/><br/> 2. благородништво <br/><br/> 3. префинетост <br/><br/> 4. есклузивност,
Vorort ,предградие,
Vorplatz ,слободно место пред опера,
Vorrang ,1. предимство <br/><br/> 2. првенство,
Vorrat ,резерва,
Vorratskammer ,1. шпајз <br/><br/> 2. комора за чување храна,
Vorraum ,претсобје,
Vorrecht ,1. привилегија <br/><br/> 2. повластица,
Vorredner ,предговорник,
Vorrichtung ,1. направа <br/><br/> 2. апарат <br/><br/> 3. уред,
Vorruhestand ,предвремена пензија,
Vorrunde ,1. предфинале <br/><br/> 2. игра за квалификација, 
Vorsaison ,претсезона,
Vorsatz ,1. намера <br/> &emsp; <i>mit Vorsatz ≈ со намера</i> <br/><br/> 2. принцип <br/> &emsp; <i>an seinen Vorsätzen festhalten ≈ стои цврсто на своите принципи</i> <br/><br/> 3. умисла <br/><br/> 4. предумисла,
Vorsatz ,(додатна направа), 
Vorschau ,"преглед (преглед на програма; радио, ТВ, кино)",
Vorschein ,1. обелоденување <br/> &emsp; <i>zum Vorschein bringen ≈ изнесува на виделина</i> <br/><br/> 2. обелоденување <br/> &emsp; <i>plötzlich kam ihr Hass zum Vorschein ≈ наеднаш нејзината омраза излезе на виделина</i>,
Vorschlag ,предлог <br/> &emsp; <i>auf meinen Vorschlag ≈ на мој предлог</i>,
Vorschlussrunde ,полуфинале, 
Vorschrift ,1. пропис <br/> &emsp; <i>Dienst nach Vorschrift ≈ служба по пропис</i> <br/><br/> 2. одредба,
Vorschule ,забавиште,
Vorschulerziehung ,предучилишно воспитание,
Vorschuss ,1. аванс <br/><br/> 2. аконтација <br/><br/> 3. капар, 
Vorsicht ,претпазливост,
Vorsitz ,1. претседателство <br/> &emsp; <i>unter dem Vorsitz von ≈ под претседателство на</i> <br/><br/> 2. претседавање,
Vorsorge ,превентива,
Vorspann ,1. вовед <br/><br/> 2. шпица <br/><br/> 3. влекач,
Vorspeise ,1. предјадење <br/><br/> 2. закуска,
Vorspiegelung ,1. преправање <br/><br/> 2. наведување <br/> &emsp; <i>Vorspiegelung falscher Tatsachen ≈ наведува лажни факти</i> <br/><br/> 3. заблуда <br/> &emsp; <i>Vorspiegelung falscher Tatsachen ≈ држи во заблуда</i>,
Vorspiel ,1. прелудиум <br/><br/> 2. предигра <br/><br/> 3. увертира <br/><br/> 4. пролог <br/><br/> 5. увод <br/><br/> 6. почеток,
Vorsprache ,разговор,
Vorsprung ,1. предност <br/><br/> 2. предимство <br/><br/> 3. испуст <br/><br/> 4. (издаден дел од нешто),
Vorstadt ,предградие,
Vorstand ,1. (управен одбор) <br/><br/> 2. (борд на директори), 
Vorsteher ,1. старешина <br/><br/> 2. управник <br/><br/> 3. началник,
Vorstellung ,1. поим <br/> &emsp; <i>Er hat keine Vorstellung. ≈ Тој нема поим.</i> <br/><br/> 2. претстава <br/> &emsp; <i>Theatervorstellung Keine Vostellung was geschieht. ≈ театарска претстава Нема претстава што се случува.</i> <br/><br/> 3. претставување <br/> &emsp; <i>Vorstellung des Kandidaten ≈ претставување на кандидатот</i> <br/><br/> 4. приговор,
Vorsteuer ,(платен данок на промет), 
Vorstoß ,1. навала <br/><br/> 2. атак <br/><br/> 3. напредување <br/><br/> 4. обид,
Vorstrafe ,предходна осуда, 
Vorteil ,1. корист <br/><br/> 2. предност <br/><br/> 3. поволност,
Vortrag ,1. предавање <br/><br/> 2. дикција <br/><br/> 3. рецитација,
Vortragende ,1. предавач <br/><br/> 2. референт,
Vortäuschung ,1. преправање <br/> &emsp; <i>Vortäuschung falscher Tatsachen ≈ измама со лажни факти</i> <br/><br/> 2. измама,
Vorurteil ,1. предрасуда <br/><br/> 2. предубедување,
Vorverkauf ,претпродажба,
Vorvertrag ,преддоговор, 
Vorwahl ,1. предизбор <br/><br/> 2. меѓуградски број,
Vorwand ,изговор,
Vorwerk ,предзграда,
Vorwitz ,бесмислена љубопитност,
Vorwoche ,претходната недела,
Vorwort ,предговор,
Vorwurf ,1. прекор <br/> &emsp; <i>Vorwurf des Betrugs. ≈ Прекор за измама.</i> <br/><br/> 2. укор <br/> &emsp; <i>Ihr Blick war ein Vorwurf. ≈ Нејзиниот поглед беше укор.</i> <br/><br/> 3. префрлување <br/> &emsp; <i>Vorwurf zur verübten Straftat. ≈ Префрлување за сторено кривично дело.</i> <br/><br/> 4. сиже <br/> &emsp; <i>Vorwurf zu einem Roman. ≈ Сиже за еден роман.</i>,
Vorwärtsbewegung ,движење напред,
Vorzeichen ,1. знак <br/><br/> 2. предзнак,
Vorzimmer ,1. претсобје <br/><br/> 2. секретаријат,
Vorzug ,1. предимство <br/><br/> 2. предност,
Vorzugsaktie ,привилегирана акција, 
Vorzugsmilch ,(млеко со контролиран квалитет), 
Vorzugspreis ,привилегирана цена, 
Vorzugsstellung ,(привилегирана положба),
Voyeur ,воајер,
Vulkan ,вулкан, 
Vulkanausbruch ,вулканска ерупција, 
Völkerbund ,лига на народите за мир, 
Völkermord ,геноцид,
Völkerrecht ,меѓународно право, 
Völkerschaft ,1. племе <br/><br/> 2. мал народ,
Völkerverständigung ,1. мир <br/><br/> 2. разбирање меѓу народите,
Völkerwanderung ,преселба меѓу народите, 
Völlegefühl ,чувство на заситеност,
Völlerei ,1. ненаситност (еден од седумте смртни гревови) <br/><br/> 2. прејадување,
Waage ,1. вага <br/><br/> 2. терезија,
Waage ,терезија, 
Wabe ,саќе,
Wabenhonig ,(мед од саќе), 
Wache ,1. стража <br/> &emsp; <i>Er hält Wache. ≈ Држи стража.</i> <br/><br/> 2. стражар <br/> &emsp; <i>Die Wache kontrolliert die Ausweise. ≈ Стражарите ги контролираат легитимациите.</i> <br/><br/> 3. стражарница <br/> &emsp; <i>Melden Sie sich bitte bei der Wache. ≈ Јавете се во стражарницата.</i>,
Wachhäuschen ,1. стражарска куќарка <br/><br/> 2. караула,
Wachkoma ,(будна кома), 
Wacholder ,смрека <br/><br/> клековача, 
Wachs ,восок,
Wachsabguss ,1. восочен одливок <br/><br/> 2. калап,
Wachsamkeit ,будност,
Wachsbild ,восочна фигура,
Wachsblume ,вид цвеќе (Hoya),
Wachsfigur ,восочна фигура,
Wachsfigurenkabinett ,музеј на восочни фигури,
Wachstube ,стражарница,
Wachstuch ,1. восочно платно <br/><br/> 2. чаршав од восочно платно,
Wachstum ,1. раст <br/><br/> 2. растеж <br/><br/> 3. прираст,
Wacht ,стража,
Wachtel ,препелица, 
Wachtmeister ,(најнизок полициски ранг) <br/> &emsp; <i>Jawohl Herr Wachtmeister! ≈ Се разбира господине полицаец!</i>, 
Wade ,(лист на нога) <br/> &emsp; <i>ein wadelanger Rock ≈ здолниште долго до листови</i>, 
Wadenbein ,фибула, 
Waffe ,оружје <br/> &emsp; <i>Atomwaffe ≈ атомско оружје</i>,
Waffeleisen ,(калап за печење вафли), 
Waffenembargo ,(ембарго на оружје),
Waffengattung ,(оружен род), 
Waffenstillstand ,примирје,
Wagen ,кола,
Waggon ,вагон,
Wagnis ,1. ризик <br/> &emsp; <i>ein grosses Wagnis auf sich nehmen ≈ презема голем ризик</i> <br/><br/> 2. опасност,
Wahl ,1. избор <br/><br/> 2. избори,
Wahlberechtigung ,(гласачко право), 
Wahlbeteiligung ,1. излезеност <br/><br/> 2. цензус,
Wahlgesetz ,(изборен закон), 
Wahlgesetzgebung ,(изборно законодавство), 
Wahlliste ,(список на кандидати),
Wahlrecht ,1. (избирачко право) <br/><br/> 2. (право на гласање), 
Wahlspruch ,1. девиза <br/> &emsp; <i>das Leben lieben war sein Wahlspruch ≈ да се сака животот беше негова девиза</i> <br/><br/> 2. мото,
Wahltag ,(ден на избори), 
Wahlzettel ,(избирачко ливче), 
Wahn ,1. лудило <br/> &emsp; <i>dem Wahn verfallen ≈ потпадне под лудило</i> <br/><br/> 2. лудост <br/><br/> 3. заблуда <br/> &emsp; <i>Sie ließ ihn in diesem Wahn. ≈ Го остави во таа заблуда.</i>,
Wahnsinn ,лудило, 
Wahnwitz ,1. лудост <br/><br/> 2. бесмислица,
Wahrhaftigkeit ,веродостојност,
Wahrheit ,вистина <br/> &emsp; <i>bittere Wahrheit ≈ горка вистина</i>,
Wahrnehmung ,1. перцепција <br/><br/> 2. опсервација,
Wahrsagung ,1. пророштво <br/><br/> 2. претскажување <br/><br/> 3. гатање,
Wahrzeichen ,1. симбол <br/><br/> 2. знаменитост,
Waid ,ловџиски другар,
Waise ,сирак,
Wal ,кит, 
Wald ,1. шума <br/><br/> 2. гора <br/><br/> 3. корија, 
Walderdbeere ,шумска јагода, 
Waldesrand ,раб на шума,
Waldkauz ,ут, 
Waldmeister ,шумар,
Waldmeister ,1. лазарица <br/><br/> 2. лазарка <br/><br/> 3. брошт, 
Waldsterben ,(изумирање на шумата), 
Waldung ,шума,
Waldweg ,шумски пат,
Walfang ,лов на китови,
Walfangflotte ,флота за лов на китови,
Walfangverbot ,забрана за лов на китови, 
Walfisch ,кит, 
Walfänger ,китоловец,
Walkman ,вокмен, 
Walküre ,"Валкирија (една од придружничките на богот Вотан, што ги испраќа паднатите на патот кон Валхала)", 
Wall ,1. бедем <br/><br/> 2. насип,
Wallach ,(кастриран коњ), 
Wallfahrt ,1. аџилак <br/><br/> 2. литија, 
Wallung ,1. возбудување <br/><br/> 2. бранување <br/><br/> 3. разбранување <br/><br/> 4. зовривање,
Walm ,бран,
Walm ,покрив со брановидни плочи, 
Walnuss ,орев, 
Walnussbaum ,ореово дрво, 
Walross ,морж, 
Walze ,1. валјак <br/><br/> 2. цилиндар,
Wamme ,1. стомак <br/><br/> 2. мев (на кожа од животно),
Wamme ,подгушник (кај животните), 
Wams ,1. ритерска облека за под панцир <br/><br/> 2. машка носија,
Wand ,ѕид,
Wandale ,1. вандал <br/><br/> 2. дивјак,
Wandalismus ,1. вандализам <br/><br/> 2. дивјаштво,
Wandbehang ,таписерија,
Wandel ,1. промена <br/><br/> 2. менување <br/><br/> 3. транзиција,
Wandelstern ,планета,
Wanderausstellung ,подвижна изложба, 
Wanderin ,1. патничка <br/><br/> 2. скитничка <br/><br/> 3. шетачка,
Wanderkarte ,мапа за пешачење,
Wanderlust ,(мерак за пешачење),
Wanderschaft ,1. патување <br/><br/> 2. миграција,
Wandervogel ,птица преселница,
Wandgemälde ,фреска, 
Wandlung ,1. промена <br/><br/> 2. менување <br/><br/> 3. мутирање,
Wandmalerei ,1. фреска <br/><br/> 2. фрескосликарство, 
Wange ,образ,
Wankelmotor ,мотор со ротационо движење, 
Wankelmut ,1. колебливост <br/><br/> 2. непостојаност,
Wanne ,1. када <br/><br/> 2. корито,
Wanne ,картер (корито на мотор), 
Wanst ,(дебел стомак),
Wanze ,1. дрвеница <br/> &emsp; <i>lästige Bettwanze ≈ досадна стеница</i> <br/><br/> 2. стеница, 
Wanze ,(апарат за прислушкување), [ tech ugs ]
Wappen ,1. грб <br/><br/> 2. амблем,
Ware ,стока,
Warenannahme ,(прием на стока), 
Warenbegleitschein ,испратница, 
Warenhaus ,стоковна куќа <br/> &emsp; <i>ein grosses Warenhaus ≈ голема стоковна куќа</i>,
Warmblut ,топлокрвен коњ,
Warmduscher ,1. слабак <br/><br/> 2. плачко <br/><br/> 3. мекуш, 
Warndreieck ,(автомобилски триаголник),
Warnung ,1. опомена <br/><br/> 2. предупредување,
Warteraum ,1. чекалница <br/><br/> 2. претсобје,
Wartesaal ,1. чекалница <br/><br/> 2. фоаје,
Wartung ,1. сервисирање <br/><br/> 2. одржување,
Warze ,1. брадавица <br/><br/> 2. тртка, 
Waschbecken ,мијалник <br/> &emsp; <i>sich am Waschbecken waschen ≈ се мие на мијалникот</i>,
Waschbrett ,(штица за перење),
Waschbär ,ракун, 
Waschmaschine ,(машина за перење алишта),
Waschraum ,1. пералница <br/><br/> 2. просторија за перење,
Wasser ,вода,
Wasserbecken ,базен,
Wasserbehälter ,сад за вода,
Wasserfall ,водопад, 
Wasserfarbe ,акварел <br/> &emsp; <i>mit Wasserfarben malen ≈ слика во акварел</i>, 
Wasserflugzeug ,хидроавион, 
Wasserhahn ,славина,
Wasserkraftwerk ,1. хидроелектрана <br/><br/> 2. хидроцентрала, 
Wasserlassen ,1. мокрење <br/><br/> 2. мочање, 
Wasserleitung ,водовод,
Wassermangel ,1. недостаток на вода <br/><br/> 2. суша, 
Wassermann ,водолија, 
Wassermelone ,лубеница, 
Wassermühle ,воденица,
Wasserreservoir ,воден резервоар,
Wasserscheide ,вододелница, 
Wasserspiegel ,површина на вода,
Wasserstand ,1. водостој <br/> &emsp; <i>niedriger Wasserstand ≈ низок водостој</i> <br/><br/> 2. водено ниво,
Wasserstoff ,водород, 
Wasserstoffbombe ,хидрогенска бомба, 
Wasserstrudel ,1. воден вртеж <br/><br/> 2. витла, 
Wasseruhr ,1. водомер <br/><br/> 2. (воден саат),
Wasserwaage ,либела, 
Wasserwerk ,(водовод и канализација) <br/> &emsp; <i>städtisches Wasserwerk ≈ градски водовод и канализација</i>, 
Wasserwirbel ,1. воден вртеж <br/><br/> 2. витла, 
Wasserzeichen ,1. воден знак <br/><br/> 2. жиг,
Wasserzähler ,водомер, 
Watsche ,шлаканица, 
Watt ,плитак <br/><br/> ват, 
Watte ,1. памук <br/><br/> 2. вата,
Wattenmeer ,плитко море, 
Wattwanderung ,прошетка на морско песокливо крајбрежје, 
Weber ,ткајач,
Weberei ,ткајачница,
Webstuhl ,разбој,
Wechsel ,1. промена <br/><br/> 2. менување,
Wechsel ,меница, 
Wechselkurs ,курс <br/> &emsp; <i>der Wechselkurs des Euro ≈ курсот на еврото</i>, 
Wechselstrom ,наизменична струја, 
Wechselstube ,менувачница, 
Wechselwirkung ,взаемно дејство <br/> &emsp; <i>Wechselwirkungen zwischen Staat und Gesellschaft ≈ взаемно дејство помеѓу државата и општеството</i>,
Wechte ,снежен намет,
Weck ,1. земичка <br/><br/> 2. лепче,
Weckamin ,амфетамински препарат, 
Wecker ,будилник,
Weckuhr ,будилник,
Wedel ,1. лепеза <br/><br/> 2. чистач <br/> &emsp; <i>Staubwedel ≈ пердушки за чистење прашина</i>,
Weg ,пат <br/> &emsp; <i>auf gesetzlichem Weg ≈ по законски пат</i>,
Wegbereiter ,пионер,
Wegbiegung ,кривина,
Wegelagerer ,друмски разбојник,
Wegerich ,тегавец (лековита билка), 
Wegfall ,1. отстранување <br/><br/> 2. отклонување,
Wegrand ,рабник (на улица и тротоар),
Wegwarte ,цикорија (вид растение), 
Wegweiser ,патоказ,
Weh ,бол,
Wehmut ,1. тага <br/><br/> 2. носталгија,
Wehr ,1. заштита <br/><br/> 2. одбрана <br/><br/> 1. брана <br/><br/> 2. бараж,
Wehrdienst ,(служење воен рок), 
Wehrmacht ,(вооружени сили на Третиот рајх), 
Wehrpflicht ,воена обврска, 
Wehrpflichtige ,регрут, 
Wehweh ,1. боли-боли <br/><br/> 2. детски болки,
Weib ,жена,
Weibchen ,женичка,
Weiche ,слабина <br/> &emsp; <i>dem Pferd die Sporen in die Weichen drücken ≈ на коњот да му притиснеш мамузи во слабина</i>,
Weiche ,свртница <br/> &emsp; <i>Eisenbahnweiche ≈ железничка свртница</i>, 
Weichensteller ,свртничар во железница,
Weichheit ,1. мекост <br/><br/> 2. слабост <br/> &emsp; <i>menschliche Weichheit ≈ човечка слабост</i>,
Weichling ,1. мекуш <br/><br/> 2. мекушав,
Weichtiere ,мекотели, 
Weide ,1. ливада <br/> &emsp; <i>grüne Weide ≈ зелена ливада</i> <br/><br/> 2. пасиште,
Weide ,врба <br/> &emsp; <i>Trauerweide ≈ жалосна врба</i>, 
Weidenkätzchen ,1. врбови реси <br/><br/> 2. мачиња, 
Weidmann ,ловец,
Weihe ,еја (вид птица грабливка) <br/><br/> 1. консекрација <br/><br/> 2. осветување <br/><br/> 3. ракоположување (во црковна служба), 
Weiher ,1. рибник <br/><br/> 2. вештачко езерце,
Weihnachten ,Божиќ,
Weihnachtsgeschenk ,(божиќен подарок),
Weihrauch ,темјан,
Weilchen ,1. кратко време <br/> &emsp; <i>warte ein Weilchen ≈ чекај малку</i> <br/><br/> 2. момент,
Weile ,1. некое време <br/> &emsp; <i>eine Weile ≈ некое време</i> <br/><br/> 2. малку време,
Weiler ,1. селиште <br/><br/> 2. заселок,
Wein ,вино, 
Weinbau ,лозарство, 
Weinberg ,лозје <br/> &emsp; <i>Weinberge in bester Südlage ≈ лозје во најдобра јужна положба</i>,
Weinbrand ,1. коњак <br/><br/> 2. бренди, 
Weinessig ,вински оцет, 
Weingarten ,лозје,
Weingeist ,алкохол,
Weinglas ,винска чаша,
Weingut ,винарија <br/> &emsp; <i>Führer durch die makedonischen Weingüter ≈ водич низ македонските винарии</i>, 
Weinkeller ,винарска изба,
Weinkellerei ,1. винарска изба <br/><br/> 2. винопроизводител, 
Weinlese ,гроздобер,
Weinrebe ,винова лоза,
Weinstock ,чокот, 
Weintraube ,грозд,
Weise ,1. начин <br/> &emsp; <i>auf diese Weise ≈ на овој начин</i> <br/><br/> 2. арија <br/> &emsp; <i>Volksweise ≈ народна мелодија</i> <br/><br/> 3. мелодија,
Weisheit ,мудрост,
Weissagung ,пророштво,
Weisung ,1. наредба <br/><br/> 2. заповед,
Weitblick ,далекувидност,
Weite ,1. далечина <br/><br/> 2. ширина,
Weiterbildung ,дообразование,
Weizen ,пченица, 
Weizenbier ,пченично пиво, 
Weizengras ,(сок од пченични никулци),
Weiß ,бела боја,
Weißdorn ,глог, 
Weiße ,белина,
Wellblech ,(брановидна ламарина), 
Welle ,ондулација <br/> &emsp; <i>Wasserwelle ≈ водна ондулација</i>,
